Position_Index,sc1_pos_x,sc1_pos_y,sc1_pos_z,sc1_vg_B_x,sc1_vg_B_y,sc1_vg_B_z,sc2_pos_x,sc2_pos_y,sc2_pos_z,sc2_vg_B_x,sc2_vg_B_y,sc2_vg_B_z,sc3_pos_x,sc3_pos_y,sc3_pos_z,sc3_vg_B_x,sc3_vg_B_y,sc3_vg_B_z,sc4_pos_x,sc4_pos_y,sc4_pos_z,sc4_vg_B_x,sc4_vg_B_y,sc4_vg_B_z,sc5_pos_x,sc5_pos_y,sc5_pos_z,sc5_vg_B_x,sc5_vg_B_y,sc5_vg_B_z,sc6_pos_x,sc6_pos_y,sc6_pos_z,sc6_vg_B_x,sc6_vg_B_y,sc6_vg_B_z,sc7_pos_x,sc7_pos_y,sc7_pos_z,sc7_vg_B_x,sc7_vg_B_y,sc7_vg_B_z
24,44403939.39393939,-60814090.90909091,-6371000.0,-4.4354907156969983e-11,-1.337595855933741e-09,1.86524645017334e-08,47750765.79222939,-55392984.58317091,0.0,2.4156449354213454e-09,-8.78327720828702e-11,2.4658311815934567e-08,43055949.96225939,-52494547.89068091,-9556500.0,3.385837254192207e-09,-9.094863164291434e-09,4.134810874387635e-08,52445581.62219939,-58291421.21195091,-9556500.0,-3.1046494942497856e-09,2.431341409640011e-09,-2.9018714933399204e-08,44882057.45993939,-60039647.12094091,-5460857.16106,4.2911711283377107e-10,-9.397175600918142e-10,2.078112280114021e-08,44211369.48422939,-59625584.745400906,-6826071.41947,6.745642523592484e-10,-2.5351113342757937e-09,2.5442254229177564e-08,45552745.43564939,-60453709.49648091,-6826071.41947,-5.939768020723356e-10,-3.3592839816849965e-10,1.0213173298360744e-08
25,44661353.535353534,-60427969.696969695,-6371000.0,8.221546426312003e-11,-1.2032038400006387e-09,1.891718459760383e-08,48008179.933643535,-55006863.3710497,0.0,2.402357624849564e-09,-6.360346960148743e-11,2.494049007316589e-08,43313364.10367353,-52108426.6785597,-9556500.0,3.5281411256753393e-09,-9.015198423693565e-09,4.1589847478420095e-08,52702995.76361353,-57905299.9998297,-9556500.0,-2.990600360976426e-09,2.2704972019461115e-09,-2.899813793640055e-08,45139471.60135353,-59653525.9088197,-5460857.16106,5.621144856513545e-10,-8.758828123669215e-10,2.0855857752593895e-08,44468783.62564354,-59239463.533279695,-6826071.41947,8.425607798769875e-10,-2.3804420585683606e-09,2.6030833939239786e-08,45810159.57706353,-60067588.2843597,-6826071.41947,-5.311325481205766e-10,-3.7835574078413064e-10,9.906053967359063e-09
26,44918767.67676768,-60041848.484848484,-6371000.0,2.44557600968622e-10,-1.0534405184541211e-09,1.9449436767581807e-08,48265594.07505768,-54620742.15892849,0.0,2.402218602675223e-09,-2.5222658835033052e-11,2.4826826929862703e-08,43570778.245087676,-51722305.46643849,-9556500.0,3.6576731582836088e-09,-8.961670128931353e-09,4.1852871617657265e-08,52960409.90502767,-57519178.78770849,-9556500.0,-2.8587229232308575e-09,2.116768578006969e-09,-2.896605687235342e-08,45396885.74276768,-59267404.69669849,-5460857.16106,6.394768651886052e-10,-8.783197955694875e-10,2.0438552765034716e-08,44726197.76705768,-58853342.32115848,-6826071.41947,1.0268484735689816e-09,-2.2150863775447746e-09,2.663126826161937e-08,46067573.718477674,-59681467.07223849,-6826071.41947,-4.896595497559106e-10,-4.205027665652323e-10,9.595288244891492e-09
27,45176181.81818182,-59655727.27272727,-6371000.0,3.581028717220028e-10,-1.024766836095588e-09,1.9432861194286053e-08,48523008.21647182,-54234620.94680728,0.0,2.4012878447766343e-09,2.2414635769740464e-12,2.5206483886299478e-08,43828192.38650182,-51336184.254317276,-9556500.0,3.774433352017015e-09,-8.934278280004795e-09,4.2137181161587844e-08,53217824.046441816,-57133057.57558728,-9556500.0,-2.7169267338212764e-09,1.9925488172133508e-09,-2.8912506150014326e-08,45654299.88418182,-58881283.484577276,-5460857.16106,7.046501625742927e-10,-8.666985476680743e-10,1.9959496719674168e-08,44983611.90847182,-58467221.10903727,-6826071.41947,1.210132665022934e-09,-2.067926830594875e-09,2.7076021468204447e-08,46324987.85989182,-59295345.86011728,-6826071.41947,-4.695578069783372e-10,-4.623694755118042e-10,9.280876130958033e-09
28,45433595.95959596,-59269606.06060606,-6371000.0,4.210592015855628e-10,-1.053575764845098e-09,1.9089007394045215e-08,48780422.357885964,-53848499.73468607,0.0,2.399323833517649e-09,1.8725390373725562e-11,2.60943296834926e-08,44085606.52791596,-50950063.042196065,-9556500.0,3.881625869190813e-09,-8.927284538445549e-09,4.243882775635991e-08,53475238.18785596,-56746936.36346607,-9556500.0,-2.565982709699319e-09,1.910945735100734e-09,-2.896199711643113e-08,45911714.02559596,-58495162.272456065,-5460857.16106,8.05661208525984e-10,-8.168893171686535e-10,1.9480142954739564e-08,45241026.049885966,-58081099.89691606,-6826071.41947,1.2722574978630148e-09,-2.0785680122055028e-09,2.6503824221742023e-08,46582402.00130596,-58909224.64799607,-6826071.41947,-4.333431904659534e-10,-4.760790164144625e-10,9.00885013997461e-09
29,45691010.1010101,-58883484.848484844,-6371000.0,4.727104506634897e-10,-1.0714796784723535e-09,1.8665354555167882e-08,49037836.4993001,-53462378.52256485,0.0,2.389023363114286e-09,1.2333715270804376e-11,2.7194683812805098e-08,44343020.6693301,-50563941.83007485,-9556500.0,4.002044491742323e-09,-8.8935332145905e-09,4.271883012622997e-08,53732652.329270095,-56360815.15134485,-9556500.0,-2.4343857931118125e-09,1.7722137693552777e-09,-2.8810870979783124e-08,46169128.1670101,-58109041.06033485,-5460857.16106,9.49049269769535e-10,-7.274723798563621e-10,1.9306125258308042e-08,45498440.1913001,-57694978.68479484,-6826071.41947,1.374880299237996e-09,-2.0490658534789527e-09,2.6124035656096584e-08,46839816.142720096,-58523103.43587485,-6826071.41947,-2.513889331323537e-10,-3.668786450121808e-10,9.057964954790794e-09
30,45948424.24242424,-58497363.63636364,-6371000.0,5.700715049812009e-10,-1.0400224943985772e-09,1.8228574084361163e-08,49295250.64071424,-53076257.31044365,0.0,2.3415556205247144e-09,-4.1545573707110046e-11,2.7002254629503965e-08,44600434.81074424,-50177820.61795364,-9556500.0,4.117531267708015e-09,-8.860659922649606e-09,4.2991165104205084e-08,53990066.47068424,-55974693.93922365,-9556500.0,-2.30299726586004e-09,1.6521065583697335e-09,-2.8700663632155285e-08,46426542.30842424,-57722919.84821364,-5460857.16106,1.134814346304924e-09,-5.984477357311745e-10,1.9437443630379333e-08,45755854.332714245,-57308857.47267364,-6826071.41947,1.529248255353559e-09,-1.967579317337128e-09,2.6024005876200874e-08,47097230.28413424,-58136982.223753646,-6826071.41947,-1.844932727891768e-11,-2.8137639104267637e-10,9.182349687230472e-09
31,46205838.383838385,-58111242.42424242,-6371000.0,7.16055000889939e-10,-9.60706489777008e-10,1.808007816022209e-08,49552664.782128386,-52690136.09832243,0.0,2.351872919295919e-09,-4.811816288846984e-12,2.7481960356557574e-08,44857848.952158384,-49791699.405832425,-9556500.0,4.2280861970879e-09,-8.828664662622878e-09,4.3255832690285285e-08,54247480.61209838,-55588572.72710243,-9556500.0,-2.155476427780658e-09,1.572274964853389e-09,-2.8709885940028076e-08,46683956.449838385,-57336798.636092424,-5460857.16106,1.3629564381321756e-09,-4.298153847931104e-10,1.9874098070953698e-08,46013268.47412839,-56922736.26055242,-6826071.41947,1.7106589482665153e-09,-1.8556328722484993e-09,2.6102407283857074e-08,47354644.42554838,-57750861.01163243,-6826071.41947,1.8824804650484768e-10,-3.1522593278140507e-10,8.911262414758176e-09
32,46463252.52525253,-57725121.21212121,-6371000.0,9.106609383896872e-10,-8.335316646076351e-10,1.8219866782750542e-08,49810078.92354253,-52304014.88620122,0.0,2.3400561145688735e-09,-3.152620700463319e-12,2.7278883566276983e-08,45115263.09357253,-49405578.193711214,-9556500.0,4.347659596317304e-09,-8.778476381067954e-09,4.349398300144506e-08,54504894.753512524,-55202451.51498122,-9556500.0,-2.0315856674497707e-09,1.5327160972772402e-09,-2.8737689298636652e-08,46941370.59125253,-56950677.42397121,-5460857.16106,1.6230204621261876e-09,-2.375421261232619e-10,2.056192874191654e-08,46270682.61554253,-56536615.04843121,-6826071.41947,1.854916554463242e-09,-1.7883543347021396e-09,2.610533334940936e-08,47612058.566962525,-57364739.79951122,-6826071.41947,3.352954150659933e-10,-3.648140746140362e-10,8.42877180214501e-09
33,46720666.666666664,-57339000.0,-6371000.0,1.1538893174804539e-09,-6.584980188904717e-10,1.8647939951946623e-08,50067493.064956665,-51917893.67408001,0.0,2.3440112778551496e-09,6.325423606154231e-12,2.7673874888468336e-08,45372677.23498666,-49019456.98159,-9556500.0,4.4678299087435375e-09,-8.731769772854966e-09,4.3732938861743764e-08,54762308.89492666,-54816330.30286001,-9556500.0,-1.951342015281371e-09,1.4474631554401647e-09,-2.8555547351574947e-08,47198784.732666664,-56564556.21185,-5460857.16106,1.725412314773353e-09,-3.331242360495636e-10,2.0080982163807858e-08,46528096.75695667,-56150493.83631,-6826071.41947,2.067331735114192e-09,-1.6867722914777454e-09,2.6471039911864255e-08,47869472.70837666,-56978618.587390006,-6826071.41947,4.2513289213420824e-10,-4.3078437837403305e-10,7.752068191065732e-09
34,46978080.80808081,-56952878.78787879,-6371000.0,1.434897347624923e-09,-4.522030108490481e-10,1.9318681711683667e-08,50324907.20637081,-51531772.461958796,0.0,2.371009492424574e-09,2.7226908021045696e-11,2.894265153503124e-08,45630091.376400806,-48633335.76946879,-9556500.0,4.604187359431686e-09,-8.683567516507807e-09,4.3979066261641503e-08,55019723.0363408,-54430209.090738796,-9556500.0,-1.864665570755768e-09,1.3991494464440243e-09,-2.8534487398968922e-08,47456198.87408081,-56178434.99972879,-5460857.16106,1.8151507291046628e-09,-4.37540244882183e-10,1.9505061162938938e-08,46785510.89837081,-55764372.62418879,-6826071.41947,2.3479044902193626e-09,-1.5508867425752955e-09,2.7199526971221665e-08,48126886.849790804,-56592497.375268795,-6826071.41947,5.394571626441212e-10,-4.829050696662001e-10,7.362704275428156e-09
35,47235494.94949495,-56566757.57575758,-6371000.0,1.5241159615476308e-09,-5.833893570714293e-10,1.8708083823006647e-08,50582321.34778495,-51145651.249837585,0.0,2.368956706842926e-09,-2.441603125868269e-12,2.9396601550917386e-08,45887505.51781495,-48247214.55734758,-9556500.0,4.737005327266594e-09,-8.641715553492823e-09,4.422504228780132e-08,55277137.177754946,-54044087.878617585,-9556500.0,-1.7681644919950543e-09,1.4031823569724665e-09,-2.8573755008010274e-08,47713613.01549495,-55792313.78760758,-5460857.16106,1.9285549327690807e-09,-4.856464508014887e-10,1.9153769469793953e-08,47042925.03978495,-55378251.41206758,-6826071.41947,2.652405079649847e-09,-1.421339770143725e-09,2.8015229999102546e-08,48384300.99120495,-56206376.16314758,-6826071.41947,6.746934201979034e-10,-4.738882427158677e-10,7.151367542969108e-09
36,47492909.09090909,-56180636.36363636,-6371000.0,1.6210524652536496e-09,-6.801104918163802e-10,1.8178805547639776e-08,50839735.489199094,-50759530.03771637,0.0,2.3690439246255402e-09,-3.638117222385059e-11,2.8514984028685078e-08,46144919.65922909,-47861093.34522636,-9556500.0,4.864709025003379e-09,-8.607516279753088e-09,4.447150620190669e-08,55534551.31916909,-53657966.666496366,-9556500.0,-1.670201997070374e-09,1.4465007111090562e-09,-2.8727169938834726e-08,47971027.15690909,-55406192.57548636,-5460857.16106,2.0656249257666137e-09,-4.774428538074835e-10,1.902710708437297e-08,47300339.181199096,-54992130.19994636,-6826071.41947,2.772389985817619e-09,-1.4484854978379176e-09,2.7693609096898816e-08,48641715.13261909,-55820254.951026365,-6826071.41947,8.308416647955629e-10,-4.037338975230361e-10,7.118057993688654e-09
37,47750323.23232323,-55794515.15151515,-6371000.0,1.7398188900999508e-09,-7.173033467618938e-10,1.784308849696661e-08,51097149.63061323,-50373408.825595155,0.0,2.412940606189793e-09,-2.64165541327317e-11,2.8130330920871652e-08,46402333.80064323,-47474972.13310515,-9556500.0,4.987298452642039e-09,-8.580969695288604e-09,4.47184580039576e-08,55791965.460583225,-53271845.454375155,-9556500.0,-1.6085571939638418e-09,1.477129410223942e-09,-2.866662767282109e-08,48228441.29832323,-55020071.36336515,-5460857.16106,2.2263607080972524e-09,-4.129294539001671e-10,1.9125074006675944e-08,47557753.32261323,-54606008.98782515,-6826071.41947,2.751746642303856e-09,-1.5823981542914865e-09,2.6946971104443408e-08,48899129.274033226,-55434133.738905154,-6826071.41947,1.007901896437091e-09,-2.724420340877084e-10,7.2627756275867595e-09
38,48007737.37373737,-55408393.93939394,-6371000.0,1.880415236086528e-09,-6.949679219079667e-10,1.7700932670987028e-08,51354563.77202737,-49987287.613473944,0.0,2.480645023290186e-09,-4.168730628764309e-11,2.7969688138482857e-08,46659747.94205737,-47088850.92098394,-9556500.0,5.104773610182572e-09,-8.562075800099366e-09,4.496589769395406e-08,56049379.60199737,-52885724.242253944,-9556500.0,-1.5475781022527077e-09,1.545973569219572e-09,-2.87527569056388e-08,48485855.43973737,-54633950.15124394,-5460857.16106,2.359643573348185e-09,-4.179130925378326e-10,1.9210861949149808e-08,47815167.464027375,-54219887.77570394,-6826071.41947,2.8219000386480326e-09,-1.6480479973313912e-09,2.6644759161321518e-08,49156543.41544737,-55048012.52678394,-6826071.41947,1.1599791852275222e-09,-2.434739334428627e-10,7.111319279710545e-09
39,48265151.515151516,-55022272.72727273,-6371000.0,2.042841503213388e-09,-6.131042172546021e-10,1.775233806970111e-08,51611977.91344152,-49601166.40135273,0.0,2.5632608382020416e-09,-8.595441185993044e-11,2.7953318163245243e-08,46917162.083471514,-46702729.70886273,-9556500.0,5.230616293306033e-09,-8.54072785531868e-09,4.521541113468549e-08,56306793.74341151,-52499603.03013273,-9556500.0,-1.4820150928078659e-09,1.6576182151284534e-09,-2.9048122236753913e-08,48743269.581151515,-54247828.93912273,-5460857.16106,2.5660320724418554e-09,-3.7409727274466935e-10,1.9743871075779197e-08,48072581.60544152,-53833766.563582726,-6826071.41947,2.9828501748501545e-09,-1.6454350269576362e-09,2.6786973267533247e-08,49413957.55686151,-54661891.31466273,-6826071.41947,1.2358645925590428e-09,-3.4515854802359433e-10,6.5647679951383585e-09
40,48522565.65656566,-54636151.515151516,-6371000.0,2.189130854493051e-09,-6.12788293946336e-10,1.784768795654904e-08,51869392.05485566,-49215045.18923152,0.0,2.6310152646773956e-09,-1.8695984928139827e-10,2.7207516747444004e-08,47174576.22488566,-46316608.49674152,-9556500.0,5.374260304513184e-09,-8.512077031719774e-09,4.539384867811974e-08,56564207.884825654,-52113481.81801152,-9556500.0,-1.405120745762539e-09,1.7584064146924908e-09,-2.9268632105092298e-08,49000683.72256566,-53861707.72700152,-5460857.16106,2.8490666693884333e-09,-2.752587314418998e-10,2.0739072776716475e-08,48329995.74685566,-53447645.351461515,-6826071.41947,3.2345970509102224e-09,-1.5745592431702228e-09,2.737361342307858e-08,49671371.698275656,-54275770.10254152,-6826071.41947,1.3504989847035194e-09,-4.359216161695171e-10,6.2315675463867645e-09
41,48779979.7979798,-54250030.303030305,-6371000.0,2.4175354237979404e-09,-5.571701925655019e-10,1.8378213101134784e-08,52126806.1962698,-48828923.97711031,0.0,2.7401425846370016e-09,-2.517687101963773e-10,2.7221450658523496e-08,47431990.3662998,-45930487.28462031,-9556500.0,5.520043580170279e-09,-8.486670526193841e-09,4.553959168602946e-08,56821622.0262398,-51727360.60589031,-9556500.0,-1.3363949036487118e-09,1.8432079994892783e-09,-2.9405977755504504e-08,49258097.8639798,-53475586.51488031,-5460857.16106,2.9354229585458948e-09,-3.7094175747528476e-10,2.0413853477677315e-08,48587409.888269804,-53061524.139340304,-6826071.41947,3.5771406668282357e-09,-1.4354206459691501e-09,2.8404679627957526e-08,49928785.8396898,-53889648.89042031,-6826071.41947,1.4703786488129727e-09,-4.607496099302103e-10,5.992822388238752e-09
42,49037393.93939394,-53863909.09090909,-6371000.0,2.6978415527387523e-09,-4.74894018379785e-10,1.9136888991053243e-08,52384220.33768394,-48442802.7649891,0.0,2.8859315452758316e-09,-2.744414509591074e-10,2.808123623210757e-08,47689404.507713936,-45544366.0724991,-9556500.0,5.6593024138291786e-09,-8.467708757953983e-09,4.56834834448941e-08,57079036.16765393,-51341239.3937691,-9556500.0,-1.2773791367409174e-09,1.9289205581548856e-09,-2.9705623212434887e-08,49515512.00539394,-53089465.302759096,-5460857.16106,3.0778005281655743e-09,-3.783151403894939e-10,2.0389389866755444e-08,48844824.02968394,-52675402.92721909,-6826071.41947,3.778891214225215e-09,-1.4396122395835967e-09,2.8984273494938134e-08,50186199.981103934,-53503527.6782991,-6826071.41947,1.6102757724016475e-09,-3.984062502078221e-10,5.881385058766801e-09
43,49294808.08080808,-53477787.878787875,-6371000.0,2.8234542192724694e-09,-5.56763609343925e-10,1.8827606260832373e-08,52641634.47909808,-48056681.55286788,0.0,2.942177078753761e-09,-4.2094915058228357e-10,2.8161820757862536e-08,47946818.64912808,-45158244.86037788,-9556500.0,5.792036805489885e-09,-8.455191727000196e-09,4.5825523954713685e-08,57336450.30906808,-50955118.18164788,-9556500.0,-1.2272220404302636e-09,2.0096988388656297e-09,-3.0132335661592466e-08,49772926.14680808,-52703344.09063788,-5460857.16106,3.3404663328423664e-09,-2.5971847581396065e-10,2.1063288134236932e-08,49102238.17109808,-52289281.715097874,-6826071.41947,3.9146424826905575e-09,-1.5335347790636028e-09,2.9215951039937417e-08,50443614.12251808,-53117406.46617788,-6826071.41947,1.8462388983129549e-09,-2.3951093741629146e-10,6.352337466143042e-09
44,49552222.222222224,-53091666.66666667,-6371000.0,2.996119561734922e-09,-5.478595538577886e-10,1.880428955589328e-08,52899048.620512225,-47670560.34074668,0.0,3.0197573195037206e-09,-5.484037504875838e-10,2.8430094738325017e-08,48204232.79054222,-44772123.648256674,-9556500.0,5.920752974128452e-09,-8.4469135379761e-09,4.598061305791042e-08,57593864.45048222,-50568996.96952668,-9556500.0,-1.1735987067574634e-09,2.0953088440207567e-09,-3.062386856190454e-08,50030340.28822222,-52317222.878516674,-5460857.16106,3.4675101135198624e-09,-3.3606523879595544e-10,2.097865406038409e-08,49359652.31251223,-51903160.50297667,-6826071.41947,4.009114555380587e-09,-1.6599384292753674e-09,2.891309344119655e-08,50701028.26393222,-52731285.25405668,-6826071.41947,2.0345046758607623e-09,-2.487280906877342e-10,6.485407606892698e-09
45,49809636.36363636,-52705545.45454545,-6371000.0,3.2644622598853816e-09,-4.098096409589772e-10,1.944656976033625e-08,53156462.76192636,-47284439.12862546,0.0,3.0975907433965693e-09,-6.638645867837667e-10,2.888899277255985e-08,48461646.93195636,-44386002.436135456,-9556500.0,6.045504101138666e-09,-8.438381159043267e-09,4.614120575394124e-08,57851278.591896355,-50182875.75740546,-9556500.0,-1.1529151358722244e-09,2.107709142237339e-09,-3.08451180246323e-08,50287754.42963636,-51931101.666395456,-5460857.16106,3.730958981100353e-09,-3.401570944216869e-10,2.1528127011260165e-08,49617066.45392636,-51517039.29085545,-6826071.41947,4.18007528275055e-09,-1.7270831812271374e-09,2.8940653888402433e-08,50958442.40534636,-52345164.04193546,-6826071.41947,2.178182205471317e-09,-3.2720603543189774e-10,6.213142709191246e-09
46,50067050.5050505,-52319424.24242424,-6371000.0,3.4029561412204043e-09,-4.908269685992025e-10,1.936923360120793e-08,53413876.9033405,-46898317.91650425,0.0,3.1633853650831905e-09,-8.121297579301459e-10,2.9760042553702787e-08,48719061.0733705,-43999881.224014245,-9556500.0,6.164760865023017e-09,-8.429794731212047e-09,4.629618394991614e-08,58108692.7333105,-49796754.54528425,-9556500.0,-1.1358826196148375e-09,2.1392050209339943e-09,-3.1255958956373544e-08,50545168.5710505,-51544980.454274245,-5460857.16106,4.1166971746610276e-09,-2.8510288814900515e-10,2.263118487650325e-08,49874480.595340505,-51130918.07873424,-6826071.41947,4.446402711988056e-09,-1.7424791521812078e-09,2.951889033484002e-08,51215856.5467605,-51959042.82981425,-6826071.41947,2.359788269740689e-09,-3.594499618995921e-10,5.948906533267329e-09
47,50324464.646464646,-51933303.03030303,-6371000.0,3.683602769047737e-09,-4.810625358295514e-10,1.9880827610622143e-08,53671291.04475465,-46512196.70438304,0.0,3.2303000081129886e-09,-9.874671284090084e-10,3.057382925935978e-08,48976475.214784645,-43613760.011893034,-9556500.0,6.278523265781507e-09,-8.421154254482447e-09,4.644554764583513e-08,58366106.87472464,-49410633.33316304,-9556500.0,-1.1256002566646207e-09,2.1922114832815266e-09,-3.182200421141825e-08,50802582.712464646,-51158859.24215303,-5460857.16106,4.128288063337601e-09,-4.722309804181218e-10,2.1843530705762366e-08,50131894.73675465,-50744796.86661303,-6826071.41947,4.756368971035095e-09,-1.7928725043634542e-09,3.0526736946595676e-08,51473270.68817464,-51572921.61769304,-6826071.41947,2.5679535162144414e-09,-2.500483883989461e-10,5.756872841460212e-09
48,50581878.78787879,-51547181.81818181,-6371000.0,4.0454485692985975e-09,-4.250516790134708e-10,2.0614686122764233e-08,53928705.18616879,-46126075.49226182,0.0,3.1810120380022806e-09,-1.1848973343083502e-09,3.022186862097493e-08,49233889.35619879,-43227638.799771816,-9556500.0,6.404475430729559e-09,-8.436781017530678e-09,4.6545149342695636e-08,58623521.016138785,-49024512.12104182,-9556500.0,-1.1321410381007136e-09,2.214945448640051e-09,-3.208168431414549e-08,51059996.85387879,-50772738.030031815,-5460857.16106,4.254019640089719e-09,-5.214528181835133e-10,2.1461867533929102e-08,50389308.87816879,-50358675.65449181,-6826071.41947,4.958254979836373e-09,-1.8910057949665116e-09,3.1089800566553794e-08,51730684.829588786,-51186800.40557182,-6826071.41947,2.7874944094546355e-09,-3.283081900457257e-10,5.687027663077077e-09
