Position_Index,sc1_pos_x,sc1_pos_y,sc1_pos_z,sc1_vg_B_x,sc1_vg_B_y,sc1_vg_B_z,sc2_pos_x,sc2_pos_y,sc2_pos_z,sc2_vg_B_x,sc2_vg_B_y,sc2_vg_B_z,sc3_pos_x,sc3_pos_y,sc3_pos_z,sc3_vg_B_x,sc3_vg_B_y,sc3_vg_B_z,sc4_pos_x,sc4_pos_y,sc4_pos_z,sc4_vg_B_x,sc4_vg_B_y,sc4_vg_B_z,sc5_pos_x,sc5_pos_y,sc5_pos_z,sc5_vg_B_x,sc5_vg_B_y,sc5_vg_B_z,sc6_pos_x,sc6_pos_y,sc6_pos_z,sc6_vg_B_x,sc6_vg_B_y,sc6_vg_B_z,sc7_pos_x,sc7_pos_y,sc7_pos_z,sc7_vg_B_x,sc7_vg_B_y,sc7_vg_B_z
74,57274646.464646466,-41508030.3030303,-6371000.0,3.988447776626141e-09,-2.817341711046502e-09,1.5295166517991096e-08,60621472.86293647,-36086923.977110304,0.0,1.9557780321707777e-09,-1.744891854039857e-09,-4.453451643176438e-10,55926657.032966465,-33188487.2846203,-9556500.0,6.487548605350487e-09,-7.627408849830516e-09,5.041189705419118e-08,65316288.69290646,-38985360.605890304,-9556500.0,-1.3753358606726861e-09,1.42078140661911e-09,-2.9169402539596582e-08,57752764.530646466,-40733586.5148803,-5460857.16106,3.5718778492417955e-09,-2.7651521474475526e-09,1.4089980275797315e-08,57082076.55493647,-40319524.1393403,-6826071.41947,3.8575752265271156e-09,-4.5864266627185116e-09,2.4858695363091906e-08,58423452.50635646,-41147648.8904203,-6826071.41947,2.5142634626939325e-09,-1.2390475739367698e-09,-2.9458275848855813e-09
75,57532060.60606061,-41121909.09090909,-6371000.0,3.7885625066847885e-09,-2.771291541196429e-09,1.3829930329513604e-08,60878887.00435061,-35700802.7649891,0.0,1.929035156915273e-09,-1.770440160782248e-09,-1.3244717213011205e-09,56184071.17438061,-32802366.072499096,-9556500.0,6.485762617378939e-09,-7.521598678440906e-09,5.051925763598207e-08,65573702.834320605,-38599239.3937691,-9556500.0,-1.3675021279679283e-09,1.4246741601768555e-09,-2.8792773208796436e-08,58010178.67206061,-40347465.302759096,-5460857.16106,3.3623155884750603e-09,-2.682918892097943e-09,1.2066874142186292e-08,57339490.69635061,-39933402.92721909,-6826071.41947,3.6700034632866033e-09,-4.525654663274665e-09,2.3678422103507913e-08,58680866.647770606,-40761527.6782991,-6826071.41947,2.2591609091586014e-09,-1.1324555410426347e-09,-4.961525284481142e-09
76,57789474.747474745,-40735787.87878788,-6371000.0,3.497936547560333e-09,-2.7475815409171907e-09,1.1818640418587247e-08,61136301.145764746,-35314681.55286789,0.0,1.9220179239799326e-09,-1.7486331563106657e-09,-2.7694826657200872e-09,56441485.31579474,-32416244.860377885,-9556500.0,6.484835753603791e-09,-7.421924324235237e-09,5.0649717562558156e-08,65831116.97573474,-38213118.18164789,-9556500.0,-1.4585321482830537e-09,1.3797231243033357e-09,-2.8396919325817593e-08,58267592.813474745,-39961344.090637885,-5460857.16106,3.182674525806636e-09,-2.594264282614635e-09,1.0180348003342173e-08,57596904.83776475,-39547281.71509788,-6826071.41947,3.459730709712595e-09,-4.4964664799179994e-09,2.2393841959119633e-08,58938280.78918474,-40375406.46617789,-6826071.41947,2.00237559037533e-09,-1.0095909247515976e-09,-7.051771998095087e-09
77,58046888.88888889,-40349666.66666667,-6371000.0,3.2613586100148564e-09,-2.6566041429049416e-09,9.78413576695908e-09,61393715.28717889,-34928560.34074668,0.0,1.8811117280857204e-09,-1.7068054720580962e-09,-4.5229238970708616e-09,56698899.45720889,-32030123.648256674,-9556500.0,6.494077936189581e-09,-7.307822293495309e-09,5.0663046540064286e-08,66088531.11714888,-37826996.96952668,-9556500.0,-1.4849117415529883e-09,1.3308940588803712e-09,-2.7879415045226303e-08,58525006.95488889,-39575222.878516674,-5460857.16106,3.0358399467306382e-09,-2.499749959580221e-09,8.378355160793e-09,57854318.97917889,-39161160.50297667,-6826071.41947,3.287894118686629e-09,-4.33380433181421e-09,2.0583178638728607e-08,59195694.930598885,-39989285.25405668,-6826071.41947,1.7833692950458189e-09,-8.735492524270286e-10,-9.118771258420784e-09
78,58304303.03030303,-39963545.45454545,-6371000.0,3.0597622480857304e-09,-2.5578718253195963e-09,7.90771300387499e-09,61651129.42859303,-34542439.12862546,0.0,1.8068868473040914e-09,-1.692927958168395e-09,-5.771663094771849e-09,56956313.59862303,-31644002.436135456,-9556500.0,6.496820598155379e-09,-7.199287886298541e-09,5.0728294710802584e-08,66345945.25856303,-37440875.75740546,-9556500.0,-1.432797257121921e-09,1.281610770151681e-09,-2.7250579689245504e-08,58782421.09630303,-39189101.666395456,-5460857.16106,2.8625370932901952e-09,-2.43019438823487e-09,6.5278205276061476e-09,58111733.120593034,-38775039.29085545,-6826071.41947,3.1444099287629905e-09,-4.217362057474979e-09,1.9094148762285315e-08,59453109.07201303,-39603164.04193546,-6826071.41947,1.6324224095012848e-09,-6.400354400795068e-10,-1.1456695080369844e-08
79,58561717.171717174,-39577424.24242424,-6371000.0,2.8907854142184906e-09,-2.4433391847622087e-09,6.059707700196812e-09,61908543.570007175,-34156317.91650425,0.0,1.811654632063144e-09,-1.6663053774207341e-09,-6.270951391104931e-09,57213727.74003717,-31257881.224014245,-9556500.0,6.502413543576351e-09,-7.096474586898071e-09,5.0840216862023915e-08,66603359.39997717,-37054754.54528425,-9556500.0,-1.4731558252390397e-09,1.2694252425772894e-09,-2.6913517257085346e-08,59039835.237717174,-38802980.454274245,-5460857.16106,2.744288237659661e-09,-2.324124724670203e-09,4.707598921815228e-09,58369147.26200718,-38388918.07873424,-6826071.41947,3.028823752745255e-09,-4.139252700425551e-09,1.7928088208587576e-08,59710523.21342717,-39217042.82981425,-6826071.41947,1.4671461011482324e-09,-5.81074129363033e-10,-1.285253836746393e-08
80,58819131.31313132,-39191303.03030303,-6371000.0,2.6926265602916345e-09,-2.3604208285937042e-09,4.278533452290576e-09,62165957.71142132,-33770196.70438304,0.0,1.828549339889364e-09,-1.5738000622085155e-09,-7.8391355081716e-09,57471141.881451316,-30871760.011893034,-9556500.0,6.511953807534545e-09,-6.9988316089995774e-09,5.097930606039368e-08,66860773.54139131,-36668633.33316304,-9556500.0,-1.4926998427080596e-09,1.235080539428397e-09,-2.656102486873224e-08,59297249.37913132,-38416859.24215303,-5460857.16106,2.6796274838539823e-09,-2.180913880891047e-09,2.9347087814581805e-09,58626561.40342132,-38002796.86661303,-6826071.41947,2.9154559525755436e-09,-4.024013085369659e-09,1.6689550516841116e-08,59967937.354841314,-38830921.61769304,-6826071.41947,1.3194991650508984e-09,-4.808024314644763e-10,-1.4346482572266889e-08
81,59076545.45454545,-38805181.81818181,-6371000.0,2.5562602466988153e-09,-2.235382853296149e-09,2.504520796555994e-09,62423371.852835454,-33384075.49226182,0.0,1.8427921291740957e-09,-1.4307720968507566e-09,-1.0264253286502536e-08,57728556.02286545,-30485638.799771816,-9556500.0,6.518067751719311e-09,-6.8767139913956325e-09,5.0954887800040766e-08,67118187.68280545,-36282512.12104182,-9556500.0,-1.4285543654393101e-09,1.1359317497976656e-09,-2.598409204762009e-08,59554663.52054545,-38030738.030031815,-5460857.16106,2.617551266621724e-09,-2.0718581421780694e-09,1.5862427298888793e-09,58883975.544835456,-37616675.65449181,-6826071.41947,2.805649932928609e-09,-3.87440990974828e-09,1.5216138231388606e-08,60225351.49625545,-38444800.40557182,-6826071.41947,1.2058655210281017e-09,-2.796546347068181e-10,-1.6189425080212114e-08
82,59333959.5959596,-38419060.60606061,-6371000.0,2.4772937096881715e-09,-2.070156840777474e-09,7.51141883144607e-10,62680785.9942496,-32997954.280140616,0.0,1.8096437351067063e-09,-1.3961652527701153e-09,-1.1037906675907884e-08,57985970.164279595,-30099517.587650612,-9556500.0,6.541653320606897e-09,-6.763538954595086e-09,5.092983351979864e-08,67375601.82421958,-35896390.908920616,-9556500.0,-1.3204556069884944e-09,1.0163318845349055e-09,-2.5353159173636864e-08,59812077.661959596,-37644616.81791061,-5460857.16106,2.5668027886444177e-09,-1.978730814901669e-09,2.008436803404368e-10,59141389.6862496,-37230554.44237061,-6826071.41947,2.7104598122571376e-09,-3.6954062169386967e-09,1.3862391759186246e-08,60482765.63766959,-38058679.193450615,-6826071.41947,1.1368657758920323e-09,-6.763567109914149e-11,-1.773023604780958e-08
83,59591373.73737374,-38032939.39393939,-6371000.0,2.382639393385847e-09,-1.968149233447072e-09,-5.343447622699627e-10,62938200.13566374,-32611833.068019398,0.0,1.786814693080683e-09,-1.3270582879825969e-09,-1.2051227454133879e-08,58243384.30569374,-29713396.375529394,-9556500.0,6.5697931215618354e-09,-6.6636887161855375e-09,5.101825607795437e-08,67633015.96563374,-35510269.6967994,-9556500.0,-1.2396464488214482e-09,9.345033204740059e-10,-2.4904190023020453e-08,60069491.80337374,-37258495.60578939,-5460857.16106,2.5516161294353986e-09,-1.8340412592662778e-09,-1.2628692866943283e-09,59398803.82766374,-36844433.23024939,-6826071.41947,2.613168619518521e-09,-3.5745400824552547e-09,1.2830710506554814e-08,60740179.779083736,-37672557.9813294,-6826071.41947,1.0531970943869788e-09,2.0533516586206143e-11,-1.8490353982415284e-08
84,59848787.878787875,-37646818.18181818,-6371000.0,2.2951420215588586e-09,-1.839327902473118e-09,-1.8877840170657294e-09,63195614.277077876,-32225711.855898187,0.0,1.7998336594032867e-09,-1.2097683761952342e-09,-1.350988339794943e-08,58500798.447107874,-29327275.163408183,-9556500.0,6.585794577308285e-09,-6.56734597817794e-09,5.1141126699254346e-08,67890430.10704787,-35124148.48467819,-9556500.0,-1.2618207498439058e-09,8.475407679469383e-10,-2.462998321797992e-08,60326905.944787875,-36872374.39366818,-5460857.16106,2.5493727931809368e-09,-1.6973850523743905e-09,-2.6635664371992438e-09,59656217.96907788,-36458312.01812818,-6826071.41947,2.5235371434219807e-09,-3.4306090402301054e-09,1.1698445897713856e-08,60997593.92049787,-37286436.769208185,-6826071.41947,9.61744330584564e-10,1.0712986263860947e-10,-1.935703132661848e-08
85,60106202.02020202,-37260696.96969697,-6371000.0,2.2373328918040292e-09,-1.6565737311694622e-09,-3.3113133126037614e-09,63453028.41849202,-31839590.643776976,0.0,1.8038731854795318e-09,-1.026171252712573e-09,-1.5950602493379944e-08,58758212.58852202,-28941153.95128697,-9556500.0,6.554860556061259e-09,-6.390246032120275e-09,5.083413746180401e-08,68147844.24846202,-34738027.272556975,-9556500.0,-1.1435372163871578e-09,7.27412569909171e-10,-2.406055768212232e-08,60584320.08620202,-36486253.18154697,-5460857.16106,2.548618845968598e-09,-1.5994023375172242e-09,-3.865843828558146e-09,59913632.11049202,-36072190.80600697,-6826071.41947,2.4530689522693532e-09,-3.1680852008898032e-09,1.0193897423183754e-08,61255008.061912015,-36900315.557086974,-6826071.41947,9.089913436958638e-10,2.3505486281476593e-10,-2.0393125950248563e-08
86,60363616.16161616,-36874575.75757576,-6371000.0,2.2053321469619725e-09,-1.483216966442803e-09,-4.66058442148809e-09,63710442.55990616,-31453469.431655765,0.0,1.7667596431677864e-09,-9.421947507998633e-10,-1.699709016126123e-08,59015626.72993616,-28555032.73916576,-9556500.0,6.549190223613005e-09,-6.245975861437188e-09,5.0685899525152326e-08,68405258.38987616,-34351906.060435764,-9556500.0,-9.34727126604694e-10,5.720654271590171e-10,-2.3306804709170777e-08,60841734.22761616,-36100131.96942576,-5460857.16106,2.489206347802016e-09,-1.5229186150554013e-09,-4.8592592184491764e-09,60171046.251906164,-35686069.59388576,-6826071.41947,2.38657531157996e-09,-2.971992886162225e-09,8.854366780079182e-09,61512422.20332616,-36514194.34496576,-6826071.41947,9.086199566495978e-10,4.6359973011687656e-10,-2.1816769890923096e-08
87,60621030.303030305,-36488454.54545455,-6371000.0,2.1750466924451022e-09,-1.3579552775241078e-09,-5.7685812009296095e-09,63967856.701320305,-31067348.219534554,0.0,1.7464442251529682e-09,-8.95910712902726e-10,-1.7577177327294066e-08,59273040.8713503,-28168911.52704455,-9556500.0,6.571077126168016e-09,-6.124281486088509e-09,5.060527563256208e-08,68662672.5312903,-33965784.84831455,-9556500.0,-8.717245347016433e-10,4.807173002957008e-10,-2.3032068259326607e-08,61099148.369030304,-35714010.75730455,-5460857.16106,2.474698580176004e-09,-1.4534363450872016e-09,-6.063526261337003e-09,60428460.39332031,-35299948.381764546,-6826071.41947,2.3067865098254355e-09,-2.7813364795541466e-09,7.515229673885389e-09,61769836.3447403,-36128073.13284455,-6826071.41947,7.945617476886261e-10,4.06014207285759e-10,-2.181504911765887e-08
88,60878444.44444445,-36102333.333333336,-6371000.0,2.0811627741885213e-09,-1.2577273655003612e-09,-6.765266776501286e-09,64225270.84273445,-30681227.007413343,0.0,1.7244166514050598e-09,-7.730854492014629e-10,-1.9124398510674097e-08,59530455.01276445,-27782790.31492334,-9556500.0,6.608231691052156e-09,-6.011063104298317e-09,5.055329960084123e-08,68920086.67270444,-33579663.63619334,-9556500.0,-7.610439735837153e-10,3.883757575212346e-10,-2.2668073907181678e-08,61356562.51044445,-35327889.54518334,-5460857.16106,2.470200858429374e-09,-1.366539143274428e-09,-7.50376168794927e-09,60685874.53473445,-34913827.169643335,-6826071.41947,2.205722397645534e-09,-2.574261078658657e-09,6.104055600231665e-09,62027250.486154445,-35741951.92072334,-6826071.41947,7.164165997591626e-10,4.2849602558550294e-10,-2.225435651382196e-08
89,61135858.58585858,-35716212.12121212,-6371000.0,2.049243599923037e-09,-1.1314935816515298e-09,-7.961485775142429e-09,64482684.984148584,-30295105.795292124,0.0,1.7379922609219526e-09,-6.117344270240844e-10,-2.1300783260853018e-08,59787869.15417858,-27396669.10280212,-9556500.0,6.605142764220007e-09,-5.819608739073022e-09,5.002888823845912e-08,69177500.81411858,-33193542.424072124,-9556500.0,-5.830824079198501e-10,2.5079260563952527e-10,-2.210937025191149e-08,61613976.65185858,-34941768.33306212,-5460857.16106,2.3890998493247223e-09,-1.3142257854436743e-09,-8.616825042623544e-09,60943288.676148586,-34527705.95752212,-6826071.41947,2.1325811567970896e-09,-2.3981950004200116e-09,4.632732503210336e-09,62284664.62756858,-35355830.70860212,-6826071.41947,6.575627388056223e-10,4.890561658301855e-10,-2.302653819442671e-08
90,61393272.72727273,-35330090.909090914,-6371000.0,2.0324097145323308e-09,-9.80460400874538e-10,-9.378898475676187e-09,64740099.12556273,-29908984.58317092,0.0,1.7577734099787209e-09,-5.613427751928072e-10,-2.1688585548598444e-08,60045283.295592725,-27010547.890680917,-9556500.0,6.576794805193515e-09,-5.651557927496782e-09,4.960052387414423e-08,69434914.95553273,-32807421.21195092,-9556500.0,-2.9305275226990906e-10,8.812982090232042e-11,-2.1316634782465406e-08,61871390.793272726,-34555647.120940916,-5460857.16106,2.305382953286533e-09,-1.340455233713073e-09,-9.288696104658438e-09,61200702.81756273,-34141584.74540091,-6826071.41947,2.0531149894213076e-09,-2.1856674770159616e-09,2.9425766290725507e-09,62542078.76898272,-34969709.49648092,-6826071.41947,6.164043551667862e-10,4.917519970097017e-10,-2.3668029278092338e-08
91,61650686.86868687,-34943969.696969695,-6371000.0,1.9276095774424166e-09,-9.314669053034523e-10,-1.0317802152869121e-08,64997513.26697687,-29522863.371049702,0.0,1.7744240213997255e-09,-4.969329220008053e-10,-2.2513153317008986e-08,60302697.43700687,-26624426.6785597,-9556500.0,6.570106477239674e-09,-5.52883821599471e-09,4.939301360200421e-08,69692329.09694687,-32421299.999829702,-9556500.0,-1.3448141835013998e-10,6.762739483316786e-12,-2.0946542587154536e-08,62128804.93468687,-34169525.9088197,-5460857.16106,2.1948579577430112e-09,-1.31282782952891e-09,-1.0322560656267781e-08,61458116.95897687,-33755463.533279695,-6826071.41947,1.9164464873706036e-09,-2.0222284802289497e-09,1.2050397804834896e-09,62799492.91039687,-34583588.2843597,-6826071.41947,5.321186919799359e-10,4.073467900193974e-10,-2.3476345185736126e-08
92,61908101.010101005,-34557848.484848484,-6371000.0,1.8471231346906482e-09,-9.367591710232235e-10,-1.1018222075474695e-08,65254927.40839101,-29136742.15892849,0.0,1.7964940191322505e-09,-4.250158562562941e-10,-2.3593772521581094e-08,60560111.578421004,-26238305.466438487,-9556500.0,6.568998313598382e-09,-5.38377593427841e-09,4.893573580333131e-08,69949743.238361,-32035178.78770849,-9556500.0,-4.975317994768303e-11,-7.628660207156469e-11,-2.067563711410881e-08,62386219.076101005,-33783404.69669849,-5460857.16106,2.0735430575726172e-09,-1.2652051818839165e-09,-1.1761860144608474e-08,61715531.10039101,-33369342.321158484,-6826071.41947,1.7758442027756832e-09,-1.9188564777360647e-09,-7.884395068801857e-11,63056907.051811,-34197467.07223849,-6826071.41947,3.716924755034965e-10,3.4293484265387807e-10,-2.3643867866229087e-08
93,62165515.151515156,-34171727.27272727,-6371000.0,1.7174325342364293e-09,-8.884245593993872e-10,-1.2086383765042143e-08,65512341.54980516,-28750620.94680728,0.0,1.8027926689738413e-09,-3.0724121039813917e-10,-2.5301263396169694e-08,60817525.719835155,-25852184.254317276,-9556500.0,6.531579837283286e-09,-5.154640322675619e-09,4.7742299391677085e-08,70207157.37977515,-31649057.57558728,-9556500.0,1.5722184952432573e-10,-2.010877907320438e-10,-2.002387737131448e-08,62643633.217515156,-33397283.484577276,-5460857.16106,1.927775579896459e-09,-1.246145097030413e-09,-1.2766783354841418e-08,61972945.24180516,-32983221.109037273,-6826071.41947,1.632946271823067e-09,-1.7736574305385529e-09,-1.6034448871692087e-09,63314321.19322515,-33811345.86011728,-6826071.41947,2.554367785237864e-10,2.875301439258709e-10,-2.404864472393538e-08
94,62422929.29292929,-33785606.06060606,-6371000.0,1.591404627712139e-09,-8.328886324008824e-10,-1.3436336744001249e-08,65769755.69121929,-28364499.73468607,0.0,1.7911646271405793e-09,-2.3159625432164073e-10,-2.557643926538232e-08,61074939.86124929,-25466063.042196065,-9556500.0,6.5078106181336075e-09,-4.972924802995391e-09,4.6880106073510166e-08,70464571.52118929,-31262936.36346607,-9556500.0,4.0364571703840514e-10,-3.3655379315884034e-10,-1.9188284870764995e-08,62901047.35892929,-33011162.272456065,-5460857.16106,1.7870713343973215e-09,-1.2156799694223983e-09,-1.3503843709940239e-08,62230359.383219294,-32597099.89691606,-6826071.41947,1.4566029707254646e-09,-1.6346717442760862e-09,-3.4310605890928607e-09,63571735.33463929,-33425224.647996068,-6826071.41947,1.6732728110885434e-10,2.250671042029771e-10,-2.4411905265904428e-08
95,62680343.434343435,-33399484.84848485,-6371000.0,1.4225103918441367e-09,-8.347173394513065e-10,-1.4166396293063258e-08,66027169.832633436,-27978378.52256486,0.0,1.7961228832832815e-09,-1.5516294749574303e-10,-2.59799042829812e-08,61332354.00266343,-25079941.830074854,-9556500.0,6.4678359070194044e-09,-4.816778542077372e-09,4.6167576218125526e-08,70721985.66260344,-30876815.151344858,-9556500.0,4.030835581655597e-10,-3.642238764877793e-10,-1.8983701840949762e-08,63158461.500343435,-32625041.060334854,-5460857.16106,1.6867447250645107e-09,-1.1648974341415175e-09,-1.459921517044726e-08,62487773.52463344,-32210978.68479485,-6826071.41947,1.245405232965777e-09,-1.4582051921201247e-09,-5.4925293569114394e-09,63829149.47605343,-33039103.435874857,-6826071.41947,-1.0459450642930901e-11,1.329198651281438e-10,-2.434079523431431e-08
96,62937757.57575758,-33013363.636363633,-6371000.0,1.2325701630466171e-09,-8.112760078965609e-10,-1.490194708306312e-08,66284583.97404758,-27592257.31044364,0.0,1.7922049296760965e-09,-7.21471744395054e-11,-2.6783000235620236e-08,61589768.14407758,-24693820.617953636,-9556500.0,6.39257992753622e-09,-4.66208195987839e-09,4.5143762236970385e-08,70979399.80401757,-30490693.93922364,-9556500.0,4.792658328277708e-10,-4.024990804369839e-10,-1.859820948519248e-08,63415875.64175758,-32238919.848213635,-5460857.16106,1.5622680764929516e-09,-1.0487041290205432e-09,-1.60683907639496e-08,62745187.66604758,-31824857.472673632,-6826071.41947,1.059667908799598e-09,-1.3626279092542473e-09,-6.569964465575094e-09,64086563.617467575,-32652982.22375364,-6826071.41947,-1.2368190970948642e-10,5.672609281865273e-11,-2.4500633143876038e-08
97,63195171.71717171,-32627242.424242422,-6371000.0,1.094593544533806e-09,-7.889868330019579e-10,-1.5881042573755818e-08,66541998.115461715,-27206136.09832243,0.0,1.7822935479548563e-09,3.1388588454231583e-12,-2.7622301664015022e-08,61847182.28549171,-24307699.405832425,-9556500.0,6.20963190261659e-09,-4.461926274296219e-09,4.3275328972590554e-08,71236813.94543171,-30104572.72710243,-9556500.0,5.670175770805134e-10,-4.824312098136464e-10,-1.8084632134633767e-08,63673289.78317171,-31852798.636092424,-5460857.16106,1.3883731763894393e-09,-9.42544434522239e-10,-1.7069799111685316e-08,63002601.807461716,-31438736.26055242,-6826071.41947,8.783447040118315e-10,-1.2488339730140954e-09,-7.944474666855912e-09,64343977.75888171,-32266861.011632428,-6826071.41947,-2.424640171734006e-10,4.787385793940208e-11,-2.501731687207344e-08
98,63452585.858585864,-32241121.21212121,-6371000.0,9.405660579550623e-10,-6.942831822725416e-10,-1.7237637451574515e-08,66799412.256875865,-26820014.886201218,0.0,1.752422650514872e-09,5.988879971014571e-11,-2.7612536319015522e-08,62104596.42690586,-23921578.193711214,-9556500.0,6.030621721689289e-09,-4.294600958180737e-09,4.168550727769957e-08,71494228.08684586,-29718451.514981218,-9556500.0,7.840025423454494e-10,-5.962767303390767e-10,-1.720522194352515e-08,63930703.924585864,-31466677.423971213,-5460857.16106,1.2496011964496224e-09,-8.569656558208768e-10,-1.7864842207546538e-08,63260015.94887587,-31052615.04843121,-6826071.41947,6.523588773569404e-10,-1.0860728672603597e-09,-9.648639965884622e-09,64601391.90029586,-31880739.799511217,-6826071.41947,-3.723954239875965e-10,4.8880719843579195e-11,-2.5489362191458315e-08
99,63710000.0,-31855000.0,-6371000.0,7.417400380136434e-10,-6.263150849855574e-10,-1.798137952149519e-08,67056826.39829,-26433893.674080007,0.0,1.723704494738448e-09,1.1125260806078879e-10,-2.7786280630718902e-08,62362010.56832,-23535456.981590003,-9556500.0,5.888923805414873e-09,-4.177678794415966e-09,4.0489518063416416e-08,71751642.22826,-29332330.302860007,-9556500.0,7.58267643959613e-10,-6.601440597610703e-10,-1.701168342881207e-08,64188118.066,-31080556.211850002,-5460857.16106,1.0783959480091957e-09,-7.250436068190416e-10,-1.88875821683438e-08,63517430.09029,-30666493.83631,-6826071.41947,3.606460767533745e-10,-8.899356462644751e-10,-1.178959876912927e-08,64858806.04171,-31494618.587390006,-6826071.41947,-4.976209442982783e-10,2.069860210596111e-11,-2.5617363433522067e-08
